Sex,Race/Ethnicity,Age,Stage,AgeadjustedRateper100000,Age-adjusted Rate Standard Error,Age-adjusted Rate Lower Confidence Interval,Age-adjusted Rate Upper Confidence Interval
Male,Black (includes Hispanic),Ages 65+,Regional,73.8028,1.6501,70.6037,77.1113
Male,Black (includes Hispanic),Ages 65+,Distant,58.5448,1.4782,55.6831,61.5169
Male,Black (includes Hispanic),Ages 65+,Unstaged,21.3544,0.9422,19.5474,23.2803
Male,Black (includes Hispanic),Ages <15,All Stages,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,Black (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,Black (includes Hispanic),Ages 15-39,All Stages,4.2573,0.1894,3.8941,4.6438
Male,Black (includes Hispanic),Ages 15-39,Localized,1.1863,0.0985,1.0011,1.3945
Male,Black (includes Hispanic),Ages 15-39,Regional,1.5417,0.1149,1.3247,1.7824
Male,Black (includes Hispanic),Ages 15-39,Distant,1.2204,0.1016,1.0293,1.4351
Male,Black (includes Hispanic),Ages 15-39,Unstaged,0.3089,0.0514,0.2164,0.4255
Male,Black (includes Hispanic),Ages 40-64,All Stages,66.7499,0.7505,65.287,68.2378
Male,Black (includes Hispanic),Ages 40-64,Localized,24.1395,0.4483,23.2688,25.0351
Male,Black (includes Hispanic),Ages 40-64,Regional,20.9549,0.4235,20.133,21.802
Male,Black (includes Hispanic),Ages 40-64,Distant,18.1471,0.3923,17.3862,18.9332
Male,Black (includes Hispanic),Ages 40-64,Unstaged,3.5084,0.1703,3.1826,3.8594
Male,Black (includes Hispanic),Ages 65-74,All Stages,207.4604,3.3289,200.9865,214.0893
Male,Black (includes Hispanic),Ages 65-74,Localized,78.3474,2.0399,74.3997,82.4501
Male,Black (includes Hispanic),Ages 65-74,Regional,66.2803,1.8806,62.6453,70.071
Male,Black (includes Hispanic),Ages 65-74,Distant,51.9204,1.6732,48.6923,55.3053
Male,Black (includes Hispanic),Ages 65-74,Unstaged,10.9123,0.7644,9.4655,12.5173
Male,Black (includes Hispanic),Ages 75+,All Stages,280.4207,5.1492,270.4184,290.6998
Male,Black (includes Hispanic),Ages 75+,Localized,99.8131,3.0629,93.8995,106.0036
Male,Black (includes Hispanic),Ages 75+,Regional,82.034,2.7763,76.6821,87.663
Male,Black (includes Hispanic),Ages 75+,Distant,65.7934,2.4963,60.9911,70.8747
Male,Black (includes Hispanic),Ages 75+,Unstaged,32.7802,1.7871,29.3707,36.4751
Male,Black (includes Hispanic),Ages < 20,All Stages,0.1465,0.0345,0.0868,0.2318
Male,Black (includes Hispanic),Ages < 20,Localized,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,Hispanic (any race),All Ages,All Stages,39.9743,0.3559,39.2799,40.677
Male,Hispanic (any race),All Ages,Localized,14.38,0.2124,13.9668,14.8015
Male,Hispanic (any race),All Ages,Regional,14.0901,0.211,13.6797,14.5088
Male,Hispanic (any race),All Ages,Distant,8.7377,0.1654,8.4165,9.067
Male,Hispanic (any race),All Ages,Unstaged,2.7665,0.0983,2.5771,2.9647
Male,Hispanic (any race),Ages < 50,All Stages,6.0127,0.1194,5.7809,6.251
Male,Hispanic (any race),Ages < 50,Localized,1.8869,0.0665,1.7587,2.0215
Male,Hispanic (any race),Ages < 50,Regional,2.2561,0.0734,2.1146,2.4042
Male,Hispanic (any race),Ages < 50,Distant,1.6192,0.0621,1.4997,1.7452
Male,Hispanic (any race),Ages < 50,Unstaged,0.2504,0.0243,0.2051,0.3023
Male,Hispanic (any race),Ages 50-64,All Stages,73.8188,0.9663,71.9369,75.7374
Male,Hispanic (any race),Ages 50-64,Localized,27.9966,0.5947,26.8431,29.187
Male,Hispanic (any race),Ages 50-64,Regional,25.5821,0.5693,24.4784,26.7227
Male,Hispanic (any race),Ages 50-64,Distant,15.8205,0.4476,14.9552,16.7226
Male,Hispanic (any race),Ages 50-64,Unstaged,4.4196,0.2358,3.9695,4.9069
Male,Hispanic (any race),Ages 65+,All Stages,194.2711,2.4791,189.4423,199.1923
Male,Hispanic (any race),Ages 65+,Localized,69.7554,1.4768,66.8907,72.712
Male,Hispanic (any race),Ages 65+,Regional,68.2125,1.4674,65.3664,71.151
Male,Hispanic (any race),Ages 65+,Distant,41.0922,1.142,38.8842,43.3931
Male,Hispanic (any race),Ages 65+,Unstaged,15.2111,0.7124,13.8467,16.672
Male,Hispanic (any race),Ages <15,All Stages,-,-,-,-
Male,Hispanic (any race),Ages <15,Localized,-,-,-,-
Male,Hispanic (any race),Ages <15,Regional,-,-,-,-
Male,Hispanic (any race),Ages <15,Distant,-,-,-,-
Male,Hispanic (any race),Ages <15,Unstaged,-,-,-,-
Male,Hispanic (any race),Ages 15-39,All Stages,3.5861,0.1226,3.3497,3.8342
Male,Hispanic (any race),Ages 15-39,Localized,1.2061,0.0705,1.0719,1.3521
Male,Hispanic (any race),Ages 15-39,Regional,1.315,0.0748,1.1724,1.4695
Male,Hispanic (any race),Ages 15-39,Distant,0.902,0.0616,0.7852,1.0306
Male,Hispanic (any race),Ages 15-39,Unstaged,0.163,0.026,0.116,0.2222
Male,Hispanic (any race),Ages 40-64,All Stages,46.4859,0.5361,45.4411,47.5487
Male,Hispanic (any race),Ages 40-64,Localized,16.8462,0.3228,16.2194,17.491
Male,Hispanic (any race),Ages 40-64,Regional,16.4541,0.319,15.8347,17.0914
Male,Hispanic (any race),Ages 40-64,Distant,10.5991,0.2558,10.1035,11.1126
Male,Hispanic (any race),Ages 40-64,Unstaged,2.5866,0.1263,2.3449,2.8464
Male,Hispanic (any race),Ages 65-74,All Stages,158.2546,2.7357,152.9377,163.7089
Male,Hispanic (any race),Ages 65-74,Localized,60.0002,1.6813,56.7499,63.3881
Male,Hispanic (any race),Ages 65-74,Regional,56.0787,1.6274,52.934,59.3612
Male,Hispanic (any race),Ages 65-74,Distant,33.5411,1.2656,31.1061,36.1152
Male,Hispanic (any race),Ages 65-74,Unstaged,8.6347,0.6382,7.4291,9.98
Male,Hispanic (any race),Ages 75+,All Stages,233.681,4.2418,225.4403,242.1461
Male,Hispanic (any race),Ages 75+,Localized,80.4297,2.4861,75.6303,85.4543
Male,Hispanic (any race),Ages 75+,Regional,81.4895,2.5046,76.6539,86.5504
Male,Hispanic (any race),Ages 75+,Distant,49.3547,1.9498,45.6067,53.3288
Male,Hispanic (any race),Ages 75+,Unstaged,22.4071,1.3183,19.8974,25.1453
Male,Hispanic (any race),Ages < 20,All Stages,0.2295,0.0325,0.1703,0.3023
Male,Hispanic (any race),Ages < 20,Localized,0.1696,0.0279,0.1194,0.2336
Male,Hispanic (any race),Ages < 20,Regional,-,-,-,-
Male,Hispanic (any race),Ages < 20,Distant,-,-,-,-
Male,Hispanic (any race),Ages < 20,Unstaged,-,-,-,-
Male,Non-Hispanic White,All Ages,All Stages,44.0594,0.1523,43.7615,44.3589
Male,Non-Hispanic White,All Ages,Localized,16.9347,0.094,16.751,17.12
Male,Non-Hispanic White,All Ages,Regional,15.4956,0.0906,15.3186,15.6742
Male,Non-Hispanic White,All Ages,Distant,9.1153,0.0694,8.9798,9.2525
Male,Non-Hispanic White,All Ages,Unstaged,2.5138,0.0366,2.4426,2.5866
Male,Non-Hispanic White,Ages < 50,All Stages,8.5415,0.0923,8.3615,8.7245
Male,Non-Hispanic White,Ages < 50,Localized,2.7535,0.0523,2.6519,2.858
Male,Non-Hispanic White,Ages < 50,Regional,3.315,0.0576,3.2031,3.4299
Male,Non-Hispanic White,Ages < 50,Distant,2.1903,0.0468,2.0996,2.284
Male,Non-Hispanic White,Ages < 50,Unstaged,0.2827,0.0168,0.2508,0.3176
Male,Non-Hispanic White,Ages 50-64,All Stages,78.2904,0.4673,77.3771,79.2117
Male,Non-Hispanic White,Ages 50-64,Localized,30.8779,0.2943,30.3038,31.4602
Male,Non-Hispanic White,Ages 50-64,Regional,27.3622,0.276,26.8238,27.9086
Male,Non-Hispanic White,Ages 50-64,Distant,17.1101,0.2177,16.686,17.5423
Male,Non-Hispanic White,Ages 50-64,Unstaged,2.9401,0.0903,2.7657,3.1226
Male,Non-Hispanic White,Ages 65+,All Stages,206.8081,0.9298,204.9897,208.6385
Male,Non-Hispanic White,Ages 65+,Localized,81.5876,0.584,80.4468,82.7404
Male,Non-Hispanic White,Ages 65+,Regional,71.1579,0.5453,70.0931,72.2347
Male,Non-Hispanic White,Ages 65+,Distant,39.2801,0.4039,38.4924,40.0797
Male,Non-Hispanic White,Ages 65+,Unstaged,14.7826,0.2509,14.295,15.2825
Male,Non-Hispanic White,Ages <15,All Stages,0.1947,0.0267,0.1458,0.2547
Male,Non-Hispanic White,Ages <15,Localized,0.1617,0.0244,0.1175,0.2172
Male,Non-Hispanic White,Ages <15,Regional,-,-,-,-
Male,Non-Hispanic White,Ages <15,Distant,-,-,-,-
Male,Non-Hispanic White,Ages <15,Unstaged,-,-,-,-
Male,Non-Hispanic White,Ages 15-39,All Stages,4.9703,0.1029,4.7706,5.1761
Male,Non-Hispanic White,Ages 15-39,Localized,1.7114,0.0598,1.5961,1.8326
Male,Non-Hispanic White,Ages 15-39,Regional,1.86,0.0632,1.7381,1.988
Male,Non-Hispanic White,Ages 15-39,Distant,1.2128,0.0512,1.1145,1.3173
Male,Non-Hispanic White,Ages 15-39,Unstaged,0.1862,0.0199,0.1492,0.2294
Male,Non-Hispanic White,Ages 40-64,All Stages,53.0239,0.2944,52.4484,53.6043
Male,Non-Hispanic White,Ages 40-64,Localized,19.6786,0.1773,19.3327,20.0293
Male,Non-Hispanic White,Ages 40-64,Regional,19.2007,0.1785,18.8524,19.554
Male,Non-Hispanic White,Ages 40-64,Distant,12.2383,0.1427,11.9602,12.5213
Male,Non-Hispanic White,Ages 40-64,Unstaged,1.9063,0.0552,1.7997,2.0177
Male,Non-Hispanic White,Ages 65-74,All Stages,155.5783,1.0291,153.5677,157.6086
Male,Non-Hispanic White,Ages 65-74,Localized,63.1215,0.656,61.8424,64.4204
Male,Non-Hispanic White,Ages 65-74,Regional,54.6151,0.6097,53.4265,55.8233
Male,Non-Hispanic White,Ages 65-74,Distant,31.3265,0.461,30.4294,32.2433
Male,Non-Hispanic White,Ages 65-74,Unstaged,6.5152,0.2112,6.1079,6.9425
Male,Non-Hispanic White,Ages 75+,All Stages,262.8646,1.5885,259.7604,265.9966
Male,Non-Hispanic White,Ages 75+,Localized,101.7934,0.9904,99.8615,103.7532
Male,Non-Hispanic White,Ages 75+,Regional,89.2593,0.9268,87.452,91.0944
Male,Non-Hispanic White,Ages 75+,Distant,47.983,0.6789,46.6615,49.3323
Male,Non-Hispanic White,Ages 75+,Unstaged,23.8289,0.4718,22.9131,24.7721
Male,Non-Hispanic White,Ages < 20,All Stages,0.3863,0.0319,0.3264,0.4543
Male,Non-Hispanic White,Ages < 20,Localized,0.3207,0.0291,0.2663,0.3831
Male,Non-Hispanic White,Ages < 20,Regional,0.0501,0.0115,0.0302,0.0784
Male,Non-Hispanic White,Ages < 20,Distant,-,-,-,-
Male,Non-Hispanic White,Ages < 20,Unstaged,-,-,-,-
Male,White (includes Hispanic),All Ages,All Stages,43.4462,0.1391,43.174,43.7197
Male,White (includes Hispanic),All Ages,Localized,16.5741,0.0857,16.4065,16.7429
Male,White (includes Hispanic),All Ages,Regional,15.2844,0.0826,15.123,15.4471
Male,White (includes Hispanic),All Ages,Distant,9.0477,0.0633,8.924,9.1728
Male,White (includes Hispanic),All Ages,Unstaged,2.54,0.0342,2.4734,2.6079
Male,White (includes Hispanic),Ages < 50,All Stages,7.9118,0.0757,7.7642,8.0615
Male,White (includes Hispanic),Ages < 50,Localized,2.5259,0.0426,2.4431,2.6108
Male,White (includes Hispanic),Ages < 50,Regional,3.0574,0.0471,2.9657,3.1511
Male,White (includes Hispanic),Ages < 50,Distant,2.0567,0.0386,1.9817,2.1338
Male,White (includes Hispanic),Ages < 50,Unstaged,0.2718,0.014,0.2451,0.3007
Male,White (includes Hispanic),Ages 50-64,All Stages,77.7576,0.4244,76.928,78.5939
Male,White (includes Hispanic),Ages 50-64,Localized,30.4529,0.2663,29.9332,30.9794
Male,White (includes Hispanic),Ages 50-64,Regional,27.1973,0.2507,26.7081,27.6933
Male,White (includes Hispanic),Ages 50-64,Distant,16.9869,0.1978,16.6013,17.3791
Male,White (includes Hispanic),Ages 50-64,Unstaged,3.1204,0.0849,2.9562,3.2914
Male,White (includes Hispanic),Ages 65+,All Stages,206.1944,0.8773,204.4784,207.9211
Male,White (includes Hispanic),Ages 65+,Localized,80.5422,0.5482,79.4713,81.6238
Male,White (includes Hispanic),Ages 65+,Regional,71.158,0.5152,70.1518,72.1749
Male,White (includes Hispanic),Ages 65+,Distant,39.6561,0.3836,38.9077,40.4153
Male,White (includes Hispanic),Ages 65+,Unstaged,14.8381,0.238,14.3753,15.312
Male,White (includes Hispanic),Ages <15,All Stages,0.1619,0.0198,0.1255,0.2056
Male,White (includes Hispanic),Ages <15,Localized,0.1329,0.0179,0.1001,0.173
Male,White (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,White (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,White (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,White (includes Hispanic),Ages 15-39,All Stages,4.5798,0.0821,4.4203,4.7434
Male,White (includes Hispanic),Ages 15-39,Localized,1.5568,0.0474,1.4653,1.6524
Male,White (includes Hispanic),Ages 15-39,Regional,1.7074,0.0504,1.6101,1.809
Male,White (includes Hispanic),Ages 15-39,Distant,1.1356,0.0411,1.0564,1.219
Male,White (includes Hispanic),Ages 15-39,Unstaged,0.18,0.0162,0.1495,0.2146
Male,White (includes Hispanic),Ages 40-64,All Stages,51.7409,0.2587,51.2352,52.2506
Male,White (includes Hispanic),Ages 40-64,Localized,19.1278,0.156,18.8233,19.4361
Male,White (includes Hispanic),Ages 40-64,Regional,18.6894,0.1562,18.3844,18.9982
Male,White (includes Hispanic),Ages 40-64,Distant,11.9471,0.1252,11.703,12.1951
Male,White (includes Hispanic),Ages 40-64,Unstaged,1.9767,0.0501,1.8797,2.0774
Male,White (includes Hispanic),Ages 65-74,All Stages,156.3837,0.971,154.4862,158.2985
Male,White (includes Hispanic),Ages 65-74,Localized,62.9537,0.6164,61.7514,64.1736
Male,White (includes Hispanic),Ages 65-74,Regional,55.0848,0.5762,53.9612,56.2258
Male,White (includes Hispanic),Ages 65-74,Distant,31.6362,0.4362,30.7869,32.5029
Male,White (includes Hispanic),Ages 65-74,Unstaged,6.7089,0.2016,6.3196,7.1159
Male,White (includes Hispanic),Ages 75+,All Stages,260.6981,1.4989,257.7684,263.6527
Male,White (includes Hispanic),Ages 75+,Localized,99.7877,0.929,97.9752,101.6252
Male,White (includes Hispanic),Ages 75+,Regional,88.7455,0.8755,87.0378,90.4782
Male,White (includes Hispanic),Ages 75+,Distant,48.4317,0.6462,47.1732,49.7151
Male,White (includes Hispanic),Ages 75+,Unstaged,23.7332,0.447,22.8652,24.6259
Male,White (includes Hispanic),Ages < 20,All Stages,0.3401,0.0244,0.2939,0.3915
Male,White (includes Hispanic),Ages < 20,Localized,0.2753,0.022,0.2339,0.3219
Male,White (includes Hispanic),Ages < 20,Regional,0.049,0.0093,0.0326,0.0709
Male,White (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,White (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
