Sex,Race/Ethnicity,Age,Stage,AgeadjustedRateper100000,Age-adjusted Rate Standard Error,Age-adjusted Rate Lower Confidence Interval,Age-adjusted Rate Upper Confidence Interval
Male,Black (includes Hispanic),Ages 40-64,All Stages,68.7836,0.7428,67.3353,70.2562
Male,Black (includes Hispanic),Ages 40-64,Localized,8.4447,0.2585,7.9456,8.968
Male,Black (includes Hispanic),Ages 40-64,Regional,14.1259,0.3368,13.4734,14.8027
Male,Black (includes Hispanic),Ages 40-64,Distant,43.6203,0.5923,42.4671,44.7978
Male,Black (includes Hispanic),Ages 40-64,Unstaged,2.5928,0.1441,2.318,2.8922
Male,Black (includes Hispanic),Ages 65-74,All Stages,364.0708,4.4408,355.4184,372.8796
Male,Black (includes Hispanic),Ages 65-74,Localized,66.0715,1.895,62.4092,69.8914
Male,Black (includes Hispanic),Ages 65-74,Regional,77.7048,2.0547,73.7294,81.8376
Male,Black (includes Hispanic),Ages 65-74,Distant,204.1325,3.3194,197.6779,210.7433
Male,Black (includes Hispanic),Ages 65-74,Unstaged,16.162,0.9434,14.3657,18.1188
Male,Black (includes Hispanic),Ages 75+,All Stages,464.6217,6.6027,451.7698,477.7487
Male,Black (includes Hispanic),Ages 75+,Localized,83.1186,2.7924,77.7351,88.779
Male,Black (includes Hispanic),Ages 75+,Regional,101.7632,3.0764,95.822,107.9793
Male,Black (includes Hispanic),Ages 75+,Distant,237.3759,4.7164,228.221,246.8061
Male,Black (includes Hispanic),Ages 75+,Unstaged,42.3641,2.0221,38.4929,46.5184
Male,Black (includes Hispanic),Ages < 20,All Stages,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,Localized,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,Black (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
Male,Hispanic (any race),All Ages,All Stages,35.219,0.3593,34.5183,35.9288
Male,Hispanic (any race),All Ages,Localized,5.8423,0.1484,5.5551,6.1389
Male,Hispanic (any race),All Ages,Regional,7.0418,0.1603,6.7311,7.3616
Male,Hispanic (any race),All Ages,Distant,19.5207,0.2647,19.0053,20.045
Male,Hispanic (any race),All Ages,Unstaged,2.8142,0.1064,2.6095,3.0288
Male,Hispanic (any race),Ages < 50,All Stages,1.3789,0.0574,1.2686,1.4957
Male,Hispanic (any race),Ages < 50,Localized,0.1985,0.0213,0.1589,0.2444
Male,Hispanic (any race),Ages < 50,Regional,0.1983,0.0218,0.1579,0.2453
Male,Hispanic (any race),Ages < 50,Distant,0.9107,0.0469,0.8211,1.0069
Male,Hispanic (any race),Ages < 50,Unstaged,0.0714,0.0131,0.0481,0.1015
Male,Hispanic (any race),Ages 50-64,All Stages,37.5853,0.6927,36.2397,38.9679
Male,Hispanic (any race),Ages 50-64,Localized,4.784,0.2477,4.3109,5.2948
Male,Hispanic (any race),Ages 50-64,Regional,7.5266,0.3102,6.9307,8.1598
Male,Hispanic (any race),Ages 50-64,Distant,23.4219,0.5465,22.3628,24.518
Male,Hispanic (any race),Ages 50-64,Unstaged,1.8528,0.1535,1.5641,2.1792
Male,Hispanic (any race),Ages 65+,All Stages,226.1714,2.7014,220.9073,231.5289
Male,Hispanic (any race),Ages 65+,Localized,39.4135,1.1299,37.2297,41.6915
Male,Hispanic (any race),Ages 65+,Regional,45.6506,1.2072,43.3148,48.0796
Male,Hispanic (any race),Ages 65+,Distant,121.4477,1.9732,117.6108,125.3777
Male,Hispanic (any race),Ages 65+,Unstaged,19.6596,0.8186,18.0878,21.3293
Male,Hispanic (any race),Ages <15,All Stages,-,-,-,-
Male,Hispanic (any race),Ages <15,Localized,-,-,-,-
Male,Hispanic (any race),Ages <15,Regional,-,-,-,-
Male,Hispanic (any race),Ages <15,Distant,-,-,-,-
Male,Hispanic (any race),Ages <15,Unstaged,-,-,-,-
Male,Hispanic (any race),Ages 15-39,All Stages,0.6973,0.0545,0.5946,0.8122
Male,Hispanic (any race),Ages 15-39,Localized,0.1558,0.0253,0.1103,0.2134
Male,Hispanic (any race),Ages 15-39,Regional,0.1004,0.0207,0.064,0.1493
Male,Hispanic (any race),Ages 15-39,Distant,0.4123,0.0423,0.3337,0.5032
Male,Hispanic (any race),Ages 15-39,Unstaged,-,-,-,-
Male,Hispanic (any race),Ages 40-64,All Stages,20.9851,0.3624,20.2808,21.7076
Male,Hispanic (any race),Ages 40-64,Localized,2.6346,0.1287,2.3883,2.8992
Male,Hispanic (any race),Ages 40-64,Regional,4.0647,0.1598,3.7576,4.3901
Male,Hispanic (any race),Ages 40-64,Distant,13.2353,0.2876,12.6776,13.8112
Male,Hispanic (any race),Ages 40-64,Unstaged,1.0505,0.0809,0.8979,1.2215
Male,Hispanic (any race),Ages 65-74,All Stages,170.304,2.8787,164.708,176.0398
Male,Hispanic (any race),Ages 65-74,Localized,28.8318,1.1853,26.5551,31.2497
Male,Hispanic (any race),Ages 65-74,Regional,36.6613,1.3364,34.0885,39.375
Male,Hispanic (any race),Ages 65-74,Distant,95.4346,2.1546,91.2578,99.7515
Male,Hispanic (any race),Ages 65-74,Unstaged,9.3763,0.6734,8.1028,10.7916
Male,Hispanic (any race),Ages 75+,All Stages,287.3025,4.6994,278.1649,296.6641
Male,Hispanic (any race),Ages 75+,Localized,50.9922,1.9792,47.1862,55.0238
Male,Hispanic (any race),Ages 75+,Regional,55.4868,2.0625,51.5175,59.6813
Male,Hispanic (any race),Ages 75+,Distant,149.9116,3.3937,143.3332,156.7144
Male,Hispanic (any race),Ages 75+,Unstaged,30.9119,1.5479,27.9522,34.0993
Male,Hispanic (any race),Ages < 20,All Stages,-,-,-,-
Male,Hispanic (any race),Ages < 20,Localized,-,-,-,-
Male,Hispanic (any race),Ages < 20,Regional,-,-,-,-
Male,Hispanic (any race),Ages < 20,Distant,-,-,-,-
Male,Hispanic (any race),Ages < 20,Unstaged,-,-,-,-
Male,Non-Hispanic White,All Ages,All Stages,67.5011,0.1853,67.1384,67.8654
Male,Non-Hispanic White,All Ages,Localized,13.6998,0.0839,13.5357,13.8654
Male,Non-Hispanic White,All Ages,Regional,14.9394,0.0869,14.7695,15.1109
Male,Non-Hispanic White,All Ages,Distant,34.6326,0.1324,34.3736,34.8931
Male,Non-Hispanic White,All Ages,Unstaged,4.2293,0.0471,4.1376,4.3227
Male,Non-Hispanic White,Ages < 50,All Stages,3.232,0.056,3.123,3.3438
Male,Non-Hispanic White,Ages < 50,Localized,0.4493,0.0211,0.4089,0.4926
Male,Non-Hispanic White,Ages < 50,Regional,0.691,0.0258,0.6412,0.7436
Male,Non-Hispanic White,Ages < 50,Distant,1.9967,0.044,1.9114,2.0848
Male,Non-Hispanic White,Ages < 50,Unstaged,0.095,0.0097,0.0769,0.1161
Male,Non-Hispanic White,Ages 50-64,All Stages,93.975,0.5004,92.9967,94.9612
Male,Non-Hispanic White,Ages 50-64,Localized,14.7143,0.1965,14.3317,15.1047
Male,Non-Hispanic White,Ages 50-64,Regional,21.6796,0.2405,21.2109,22.1562
Male,Non-Hispanic White,Ages 50-64,Distant,54.0307,0.3803,53.2879,54.7814
Male,Non-Hispanic White,Ages 50-64,Unstaged,3.5504,0.097,3.3629,3.7458
Male,Non-Hispanic White,Ages 65+,All Stages,404.0772,1.3016,401.53,406.6365
Male,Non-Hispanic White,Ages 65+,Localized,88.3651,0.6101,87.1732,89.5691
Male,Non-Hispanic White,Ages 65+,Regional,88.5249,0.6082,87.3368,89.725
Male,Non-Hispanic White,Ages 65+,Distant,198.4803,0.9109,196.6989,200.2739
Male,Non-Hispanic White,Ages 65+,Unstaged,28.7069,0.3497,28.0256,29.4005
Male,Non-Hispanic White,Ages <15,All Stages,-,-,-,-
Male,Non-Hispanic White,Ages <15,Localized,-,-,-,-
Male,Non-Hispanic White,Ages <15,Regional,-,-,-,-
Male,Non-Hispanic White,Ages <15,Distant,-,-,-,-
Male,Non-Hispanic White,Ages <15,Unstaged,-,-,-,-
Male,Non-Hispanic White,Ages 15-39,All Stages,0.9975,0.0466,0.9081,1.093
Male,Non-Hispanic White,Ages 15-39,Localized,0.254,0.0233,0.2103,0.3038
Male,Non-Hispanic White,Ages 15-39,Regional,0.2077,0.0213,0.1681,0.2535
Male,Non-Hispanic White,Ages 15-39,Distant,0.4955,0.0331,0.4328,0.5644
Male,Non-Hispanic White,Ages 15-39,Unstaged,0.0404,0.0093,0.0242,0.063
Male,Non-Hispanic White,Ages 40-64,All Stages,52.8751,0.2752,52.337,53.4176
Male,Non-Hispanic White,Ages 40-64,Localized,8.0175,0.1055,7.8121,8.2275
Male,Non-Hispanic White,Ages 40-64,Regional,12.0971,0.1313,11.8411,12.3576
Male,Non-Hispanic White,Ages 40-64,Distant,30.8348,0.2114,30.4219,31.2523
Male,Non-Hispanic White,Ages 40-64,Unstaged,1.9256,0.0519,1.8253,2.0304
Male,Non-Hispanic White,Ages 65-74,All Stages,324.6588,1.4933,321.7385,327.5989
Male,Non-Hispanic White,Ages 65-74,Localized,71.1134,0.7007,69.7465,72.5001
Male,Non-Hispanic White,Ages 65-74,Regional,76.2811,0.7236,74.8695,77.7125
Male,Non-Hispanic White,Ages 65-74,Distant,161.8379,1.0529,159.7807,163.9148
Male,Non-Hispanic White,Ages 65-74,Unstaged,15.4265,0.3267,14.7927,16.0802
Male,Non-Hispanic White,Ages 75+,All Stages,490.9781,2.1819,486.7109,495.2732
Male,Non-Hispanic White,Ages 75+,Localized,107.2422,1.0221,105.248,109.2644
Male,Non-Hispanic White,Ages 75+,Regional,101.9222,0.9977,99.976,103.8966
Male,Non-Hispanic White,Ages 75+,Distant,238.5751,1.5205,235.6042,241.574
Male,Non-Hispanic White,Ages 75+,Unstaged,43.2385,0.6391,41.9949,44.5098
Male,Non-Hispanic White,Ages < 20,All Stages,0.0584,0.0125,0.0366,0.0887
Male,Non-Hispanic White,Ages < 20,Localized,-,-,-,-
Male,Non-Hispanic White,Ages < 20,Regional,-,-,-,-
Male,Non-Hispanic White,Ages < 20,Distant,-,-,-,-
Male,Non-Hispanic White,Ages < 20,Unstaged,-,-,-,-
Male,White (includes Hispanic),All Ages,All Stages,63.49,0.1685,63.1602,63.8211
Male,White (includes Hispanic),All Ages,Localized,12.7595,0.0761,12.6107,12.9096
Male,White (includes Hispanic),All Ages,Regional,13.9343,0.0787,13.7805,14.0895
Male,White (includes Hispanic),All Ages,Distant,32.7241,0.1204,32.4885,32.961
Male,White (includes Hispanic),All Ages,Unstaged,4.072,0.0435,3.9872,4.1583
Male,White (includes Hispanic),Ages < 50,All Stages,2.7665,0.0445,2.68,2.855
Male,White (includes Hispanic),Ages < 50,Localized,0.3808,0.0165,0.3491,0.4146
Male,White (includes Hispanic),Ages < 50,Regional,0.5671,0.0201,0.5284,0.6078
Male,White (includes Hispanic),Ages < 50,Distant,1.7298,0.0352,1.6616,1.8001
Male,White (includes Hispanic),Ages < 50,Unstaged,0.0888,0.008,0.0739,0.1059
Male,White (includes Hispanic),Ages 50-64,All Stages,85.0856,0.4359,84.2334,85.9444
Male,White (includes Hispanic),Ages 50-64,Localized,13.1648,0.1704,12.8328,13.5032
Male,White (includes Hispanic),Ages 50-64,Regional,19.412,0.2082,19.006,19.8246
Male,White (includes Hispanic),Ages 50-64,Distant,49.2349,0.3322,48.5859,49.8903
Male,White (includes Hispanic),Ages 50-64,Unstaged,3.274,0.0853,3.1089,3.4456
Male,White (includes Hispanic),Ages 65+,All Stages,385.5535,1.202,383.2011,387.9167
Male,White (includes Hispanic),Ages 65+,Localized,83.1564,0.5595,82.0634,84.2602
Male,White (includes Hispanic),Ages 65+,Regional,83.9724,0.5598,82.8787,85.0769
Male,White (includes Hispanic),Ages 65+,Distant,190.5988,0.8439,188.9484,192.2601
Male,White (includes Hispanic),Ages 65+,Unstaged,27.8259,0.326,27.1905,28.4722
Male,White (includes Hispanic),Ages <15,All Stages,0.0382,0.0096,0.0218,0.0621
Male,White (includes Hispanic),Ages <15,Localized,-,-,-,-
Male,White (includes Hispanic),Ages <15,Regional,-,-,-,-
Male,White (includes Hispanic),Ages <15,Distant,-,-,-,-
Male,White (includes Hispanic),Ages <15,Unstaged,-,-,-,-
Male,White (includes Hispanic),Ages 15-39,All Stages,0.903,0.0369,0.8322,0.978
Male,White (includes Hispanic),Ages 15-39,Localized,0.2142,0.0177,0.1808,0.2517
Male,White (includes Hispanic),Ages 15-39,Regional,0.1758,0.0163,0.1454,0.2106
Male,White (includes Hispanic),Ages 15-39,Distant,0.475,0.0269,0.4238,0.5306
Male,White (includes Hispanic),Ages 15-39,Unstaged,0.038,0.0075,0.0247,0.0556
Male,White (includes Hispanic),Ages 40-64,All Stages,47.4878,0.2357,47.0269,47.9523
Male,White (includes Hispanic),Ages 40-64,Localized,7.1353,0.0903,6.9594,7.3149
Male,White (includes Hispanic),Ages 40-64,Regional,10.7196,0.1117,10.5018,10.941
Male,White (includes Hispanic),Ages 40-64,Distant,27.8535,0.1813,27.4993,28.2114
Male,White (includes Hispanic),Ages 40-64,Unstaged,1.7793,0.0453,1.6916,1.8705
Male,White (includes Hispanic),Ages 65-74,All Stages,307.6055,1.3692,304.9278,310.3008
Male,White (includes Hispanic),Ages 65-74,Localized,66.3221,0.6374,65.0787,67.5831
Male,White (includes Hispanic),Ages 65-74,Regional,71.8273,0.6614,70.5367,73.1354
Male,White (includes Hispanic),Ages 65-74,Distant,154.6449,0.9696,152.7503,156.557
Male,White (includes Hispanic),Ages 65-74,Unstaged,14.8112,0.3014,14.2262,15.4139
Male,White (includes Hispanic),Ages 75+,All Stages,470.8455,2.0229,466.8889,474.8271
Male,White (includes Hispanic),Ages 75+,Localized,101.5767,0.9415,99.7396,103.4389
Male,White (includes Hispanic),Ages 75+,Regional,97.2618,0.9224,95.4623,99.0866
Male,White (includes Hispanic),Ages 75+,Distant,229.9402,1.4134,227.1783,232.7273
Male,White (includes Hispanic),Ages 75+,Unstaged,42.0667,0.5978,40.9032,43.255
Male,White (includes Hispanic),Ages < 20,All Stages,0.0596,0.0102,0.0413,0.0834
Male,White (includes Hispanic),Ages < 20,Localized,0.0299,0.0073,0.0174,0.0479
Male,White (includes Hispanic),Ages < 20,Regional,-,-,-,-
Male,White (includes Hispanic),Ages < 20,Distant,-,-,-,-
Male,White (includes Hispanic),Ages < 20,Unstaged,-,-,-,-
